"sample_time","device_data"
"1639238622905","{""humidity"":{""N"":""0.914564""},""PM10"":{""N"":""15.4""},""temp"":{""N"":""7.033192""},""PM25"":{""N"":""3.5""}}"
"1638976221143","{""humidity"":{""N"":""0.604961""},""PM10"":{""N"":""5.8""},""temp"":{""N"":""7.775085""},""PM25"":{""N"":""1.7""}}"
"1638904387398","{""humidity"":{""N"":""0.98636""},""PM10"":{""N"":""15.3""},""temp"":{""N"":""4.523846""},""PM25"":{""N"":""3.9""}}"
"1638845136635","{""humidity"":{""N"":""0.946176""},""PM10"":{""N"":""3.6""},""temp"":{""N"":""0.72644""},""PM25"":{""N"":""1.3""}}"
"1639030084192","{""humidity"":{""N"":""0.815761""},""PM10"":{""N"":""6.8""},""temp"":{""N"":""3.380199""},""PM25"":{""N"":""1.1""}}"
"1639066003963","{""humidity"":{""N"":""0.76878""},""PM10"":{""N"":""24.6""},""temp"":{""N"":""5.975964""},""PM25"":{""N"":""3.2""}}"
"1639364342739","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""4.6""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.9""}}"
"1639366139865","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""4.2""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.4""}}"
"1639267362797","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""19""},""temp"":{""N"":""10.11541""},""PM25"":{""N"":""5.8""}}"
"1638931324628","{""humidity"":{""N"":""0.78955""},""PM10"":{""N"":""4.9""},""temp"":{""N"":""5.052269""},""PM25"":{""N"":""1.1""}}"
"1639375119341","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""3.3""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.3""}}"
"1639290712828","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""11.7""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2.3""}}"
"1639098325187","{""humidity"":{""N"":""0.967982""},""PM10"":{""N"":""4.3""},""temp"":{""N"":""7.689812""},""PM25"":{""N"":""2.2""}}"
"1639133548226","{""humidity"":{""N"":""0.736177""},""PM10"":{""N"":""12.6""},""temp"":{""N"":""5.788059""},""PM25"":{""N"":""1.2""}}"
"1639385895353","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""13.9""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2.4""}}"
"1639310469205","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""17.9""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3.9""}}"
"1639039061831","{""humidity"":{""N"":""0.801906""},""PM10"":{""N"":""27.7""},""temp"":{""N"":""3.979969""},""PM25"":{""N"":""2.3""}}"
"1638995969223","{""humidity"":{""N"":""0.785126""},""PM10"":{""N"":""13.5""},""temp"":{""N"":""5.576687""},""PM25"":{""N"":""1.9""}}"
"1639125266615","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""5.9""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.2""}}"
"1639163368822","{""humidity"":{""N"":""0.780361""},""PM10"":{""N"":""5.1""},""temp"":{""N"":""4.458221""},""PM25"":{""N"":""2.1""}}"
"1638872073853","{""humidity"":{""N"":""0.825651""},""PM10"":{""N"":""18.2""},""temp"":{""N"":""6.426174""},""PM25"":{""N"":""2.2""}}"
"1639067799241","{""humidity"":{""N"":""0.781656""},""PM10"":{""N"":""15""},""temp"":{""N"":""5.809616""},""PM25"":{""N"":""4.3""}}"
"1638906182986","{""humidity"":{""N"":""0.988061""},""PM10"":{""N"":""23.9""},""temp"":{""N"":""4.898132""},""PM25"":{""N"":""3.2""}}"
"1639351772380","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""12.7""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.7""}}"
"1639324833324","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""3.4""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.5""}}"
"1638999559181","{""humidity"":{""N"":""0.744829""},""PM10"":{""N"":""3.7""},""temp"":{""N"":""5.702595""},""PM25"":{""N"":""1.7""}}"
"1639046246954","{""humidity"":{""N"":""0.759391""},""PM10"":{""N"":""13.4""},""temp"":{""N"":""5.318581""},""PM25"":{""N"":""2.1""}}"
"1638836157813","{""humidity"":{""N"":""0.904302""},""PM10"":{""N"":""9.5""},""temp"":{""N"":""1.87104""},""PM25"":{""N"":""2.5""}}"
"1639251197268","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""8.1""},""temp"":{""N"":""8.676842""},""PM25"":{""N"":""4.6""}}"
"1639378711753","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""3.9""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2""}}"
"1638873870661","{""humidity"":{""N"":""0.824445""},""PM10"":{""N"":""15.7""},""temp"":{""N"":""6.848721""},""PM25"":{""N"":""1.8""}}"
"1639371527559","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""3.2""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.6""}}"
"1638951077655","{""humidity"":{""N"":""0.743105""},""PM10"":{""N"":""11""},""temp"":{""N"":""5.389927""},""PM25"":{""N"":""1.8""}}"
"1638818206492","{""humidity"":{""N"":""0.807087""},""PM10"":{""N"":""6.6""},""temp"":{""N"":""4.38306""},""PM25"":{""N"":""2.4""}}"
"1638965447590","{""humidity"":{""N"":""0.653707""},""PM10"":{""N"":""14.1""},""temp"":{""N"":""8.023083""},""PM25"":{""N"":""2.1""}}"
"1639416422819","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""12.9""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3.7""}}"
"1638960060210","{""humidity"":{""N"":""0.653113""},""PM10"":{""N"":""3.4""},""temp"":{""N"":""7.600914""},""PM25"":{""N"":""1.4""}}"
"1639346383149","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""8.4""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3""}}"
"1639091143443","{""humidity"":{""N"":""0.986032""},""PM10"":{""N"":""8""},""temp"":{""N"":""7.510681""},""PM25"":{""N"":""1.3""}}"
"1639146118867","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""2.1""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1""}}"
"1639177565809","{""humidity"":{""N"":""0.854863""},""PM10"":{""N"":""7.4""},""temp"":{""N"":""2.585655""},""PM25"":{""N"":""2.2""}}"
"1639060618739","{""humidity"":{""N"":""0.690174""},""PM10"":{""N"":""11.2""},""temp"":{""N"":""7.182373""},""PM25"":{""N"":""1.8""}}"
"1638947485267","{""humidity"":{""N"":""0.777422""},""PM10"":{""N"":""8.3""},""temp"":{""N"":""4.723389""},""PM25"":{""N"":""1.2""}}"
"1639278139997","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""34.2""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3.4""}}"
"1639229648948","{""humidity"":{""N"":""0.783678""},""PM10"":{""N"":""10.5""},""temp"":{""N"":""7.995613""},""PM25"":{""N"":""3.9""}}"
"1639272752626","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""10.7""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3.1""}}"
"1639062413701","{""humidity"":{""N"":""0.729844""},""PM10"":{""N"":""7.8""},""temp"":{""N"":""6.462036""},""PM25"":{""N"":""2""}}"
"1638981604818","{""humidity"":{""N"":""0.633226""},""PM10"":{""N"":""13.4""},""temp"":{""N"":""6.490082""},""PM25"":{""N"":""3""}}"
"1638922343607","{""humidity"":{""N"":""0.835378""},""PM10"":{""N"":""4.5""},""temp"":{""N"":""4.570393""},""PM25"":{""N"":""1""}}"
"1639193724281","{""humidity"":{""N"":""0.924519""},""PM10"":{""N"":""14.9""},""temp"":{""N"":""1.915489""},""PM25"":{""N"":""2.4""}}"
"1639233239518","{""humidity"":{""N"":""0.879058""},""PM10"":{""N"":""13.9""},""temp"":{""N"":""7.488552""},""PM25"":{""N"":""2.9""}}"
"1638940304112","{""humidity"":{""N"":""0.783426""},""PM10"":{""N"":""7.1""},""temp"":{""N"":""5.139259""},""PM25"":{""N"":""1.2""}}"
"1638915162477","{""humidity"":{""N"":""0.891579""},""PM10"":{""N"":""14""},""temp"":{""N"":""4.736359""},""PM25"":{""N"":""2""}}"
"1639355364481","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""6""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.7""}}"
"1639107300058","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""4.5""},""temp"":{""N"":""5.93037""},""PM25"":{""N"":""2""}}"
"1639274547893","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""16.9""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3.2""}}"
"1639199112885","{""humidity"":{""N"":""0.938289""},""PM10"":{""N"":""12""},""temp"":{""N"":""1.637543""},""PM25"":{""N"":""2.1""}}"
"1639044451359","{""humidity"":{""N"":""0.784167""},""PM10"":{""N"":""8.7""},""temp"":{""N"":""4.660053""},""PM25"":{""N"":""1.7""}}"
"1639128159307","{""humidity"":{""N"":""0.794903""},""PM10"":{""N"":""4.1""},""temp"":{""N"":""4.695156""},""PM25"":{""N"":""1.2""}}"
"1638809231304","{""humidity"":{""N"":""0.934697""},""PM10"":{""N"":""5.6""},""temp"":{""N"":""6.065624""},""PM25"":{""N"":""1.8""}}"
"1639080369325","{""humidity"":{""N"":""0.906164""},""PM10"":{""N"":""10.4""},""temp"":{""N"":""7.38554""},""PM25"":{""N"":""2.1""}}"
"1639418218105","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""4.8""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2.7""}}"
"1639126368011","{""humidity"":{""N"":""0.815079""},""PM10"":{""N"":""9.1""},""temp"":{""N"":""4.64212""},""PM25"":{""N"":""2.1""}}"
"1639330218861","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""13.4""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2.8""}}"
"1639384099751","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""28.1""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""4.6""}}"
"1638859499498","{""humidity"":{""N"":""0.932118""},""PM10"":{""N"":""6.5""},""temp"":{""N"":""1.86303""},""PM25"":{""N"":""1.8""}}"
"1638900798728","{""humidity"":{""N"":""0.98471""},""PM10"":{""N"":""14.4""},""temp"":{""N"":""4.916252""},""PM25"":{""N"":""2.5""}}"
"1639387690956","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""14.9""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3""}}"
"1639058823445","{""humidity"":{""N"":""0.666473""},""PM10"":{""N"":""11.3""},""temp"":{""N"":""7.347767""},""PM25"":{""N"":""2.9""}}"
"1638902592418","{""humidity"":{""N"":""0.985376""},""PM10"":{""N"":""19.4""},""temp"":{""N"":""4.749714""},""PM25"":{""N"":""2.7""}}"
"1638816411503","{""humidity"":{""N"":""0.782905""},""PM10"":{""N"":""4.9""},""temp"":{""N"":""5.033382""},""PM25"":{""N"":""1.5""}}"
"1639195521393","{""humidity"":{""N"":""0.92976""},""PM10"":{""N"":""7.6""},""temp"":{""N"":""1.396221""},""PM25"":{""N"":""2.3""}}"
"1639071390418","{""humidity"":{""N"":""0.812237""},""PM10"":{""N"":""10.9""},""temp"":{""N"":""5.928272""},""PM25"":{""N"":""2.7""}}"
"1639349976480","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""13.6""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2.2""}}"
"1639184748472","{""humidity"":{""N"":""0.863892""},""PM10"":{""N"":""3.2""},""temp"":{""N"":""2.544067""},""PM25"":{""N"":""1.7""}}"
"1639166957854","{""humidity"":{""N"":""0.803621""},""PM10"":{""N"":""4.8""},""temp"":{""N"":""4.119038""},""PM25"":{""N"":""2.1""}}"
"1639244011214","{""humidity"":{""N"":""0.969672""},""PM10"":{""N"":""18""},""temp"":{""N"":""7.276039""},""PM25"":{""N"":""5.2""}}"
"1638857703297","{""humidity"":{""N"":""0.930943""},""PM10"":{""N"":""7.8""},""temp"":{""N"":""1.841091""},""PM25"":{""N"":""2""}}"
"1638933120829","{""humidity"":{""N"":""0.797584""},""PM10"":{""N"":""4.2""},""temp"":{""N"":""4.987598""},""PM25"":{""N"":""1.2""}}"
"1639051637103","{""humidity"":{""N"":""0.678966""},""PM10"":{""N"":""4.5""},""temp"":{""N"":""7.123043""},""PM25"":{""N"":""1.6""}}"
"1639276343180","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""13.8""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""4.2""}}"
"1639175770530","{""humidity"":{""N"":""0.84541""},""PM10"":{""N"":""9.9""},""temp"":{""N"":""2.832699""},""PM25"":{""N"":""2""}}"
"1639003150056","{""humidity"":{""N"":""0.709639""},""PM10"":{""N"":""22.4""},""temp"":{""N"":""6.13678""},""PM25"":{""N"":""2.1""}}"
"1639319446850","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""15""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2.9""}}"
"1639168754675","{""humidity"":{""N"":""0.80166""},""PM10"":{""N"":""18""},""temp"":{""N"":""4.046356""},""PM25"":{""N"":""3.1""}}"
"1639321242760","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""4.6""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.4""}}"
"1639411035442","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""9.5""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2.6""}}"
"1638848726885","{""humidity"":{""N"":""0.912722""},""PM10"":{""N"":""10""},""temp"":{""N"":""1.464134""},""PM25"":{""N"":""1.5""}}"
"1638936711708","{""humidity"":{""N"":""0.804152""},""PM10"":{""N"":""3.8""},""temp"":{""N"":""5.073635""},""PM25"":{""N"":""1""}}"
"1639211683231","{""humidity"":{""N"":""0.955997""},""PM10"":{""N"":""11.6""},""temp"":{""N"":""1.775085""},""PM25"":{""N"":""4""}}"
"1639103710411","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""4.1""},""temp"":{""N"":""6.653378""},""PM25"":{""N"":""1.5""}}"
"1639165163192","{""humidity"":{""N"":""0.79047""},""PM10"":{""N"":""8.3""},""temp"":{""N"":""4.281952""},""PM25"":{""N"":""2.7""}}"
"1638821796431","{""humidity"":{""N"":""0.84678""},""PM10"":{""N"":""10.3""},""temp"":{""N"":""3.321251""},""PM25"":{""N"":""1.5""}}"
"1639116280758","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""8.5""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.8""}}"
"1638949280831","{""humidity"":{""N"":""0.754523""},""PM10"":{""N"":""21.9""},""temp"":{""N"":""5.030331""},""PM25"":{""N"":""1.9""}}"
"1639049840288","{""humidity"":{""N"":""0.71888""},""PM10"":{""N"":""7.5""},""temp"":{""N"":""6.414536""},""PM25"":{""N"":""2.1""}}"
"1639083961078","{""humidity"":{""N"":""0.944001""},""PM10"":{""N"":""4.5""},""temp"":{""N"":""7.282524""},""PM25"":{""N"":""2.4""}}"
"1638992377428","{""humidity"":{""N"":""0.687865""},""PM10"":{""N"":""11.1""},""temp"":{""N"":""6.009346""},""PM25"":{""N"":""2.4""}}"
"1639297896703","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""15""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.9""}}"
"1639249401057","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""8.3""},""temp"":{""N"":""8.242657""},""PM25"":{""N"":""4.5""}}"
"1639299692036","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""9.8""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2.4""}}"
"1639308672695","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""21.5""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""4.4""}}"
"1638967243484","{""humidity"":{""N"":""0.644023""},""PM10"":{""N"":""16.5""},""temp"":{""N"":""8.548264""},""PM25"":{""N"":""2""}}"
"1639028289525","{""humidity"":{""N"":""0.77487""},""PM10"":{""N"":""14.9""},""temp"":{""N"":""4.093857""},""PM25"":{""N"":""2.7""}}"
"1639155002513","{""humidity"":{""N"":""0.659064""},""PM10"":{""N"":""11.8""},""temp"":{""N"":""7.009346""},""PM25"":{""N"":""4.5""}}"
"1638820002067","{""humidity"":{""N"":""0.810238""},""PM10"":{""N"":""3.2""},""temp"":{""N"":""4.053223""},""PM25"":{""N"":""1.3""}}"
"1639315856284","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""11.4""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""2.9""}}"
"1638899002463","{""humidity"":{""N"":""0.983309""},""PM10"":{""N"":""9""},""temp"":{""N"":""5.245899""},""PM25"":{""N"":""2""}}"
"1639057026324","{""humidity"":{""N"":""0.662252""},""PM10"":{""N"":""8.5""},""temp"":{""N"":""7.403854""},""PM25"":{""N"":""2.6""}}"
"1639092939025","{""humidity"":{""N"":""0.992767""},""PM10"":{""N"":""5""},""temp"":{""N"":""7.660625""},""PM25"":{""N"":""1.9""}}"
"1638952873858","{""humidity"":{""N"":""0.732364""},""PM10"":{""N"":""7.8""},""temp"":{""N"":""5.714802""},""PM25"":{""N"":""1""}}"
"1638888236304","{""humidity"":{""N"":""0.905481""},""PM10"":{""N"":""9.5""},""temp"":{""N"":""7.776993""},""PM25"":{""N"":""2.1""}}"
"1638825386068","{""humidity"":{""N"":""0.843877""},""PM10"":{""N"":""11.1""},""temp"":{""N"":""3.164631""},""PM25"":{""N"":""1.8""}}"
"1638879257734","{""humidity"":{""N"":""0.888556""},""PM10"":{""N"":""5.9""},""temp"":{""N"":""7.191338""},""PM25"":{""N"":""2.5""}}"
"1639042654852","{""humidity"":{""N"":""0.783595""},""PM10"":{""N"":""32.6""},""temp"":{""N"":""4.622852""},""PM25"":{""N"":""2.7""}}"
"1639285324202","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""19.6""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3.6""}}"
"1639405648060","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""7.9""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.5""}}"
"1638846931599","{""humidity"":{""N"":""0.924611""},""PM10"":{""N"":""4.6""},""temp"":{""N"":""1.245899""},""PM25"":{""N"":""1.5""}}"
"1638832568425","{""humidity"":{""N"":""0.857089""},""PM10"":{""N"":""3.5""},""temp"":{""N"":""2.492752""},""PM25"":{""N"":""1.2""}}"
"1639021103791","{""humidity"":{""N"":""0.689775""},""PM10"":{""N"":""11.1""},""temp"":{""N"":""5.612171""},""PM25"":{""N"":""1""}}"
"1639031878553","{""humidity"":{""N"":""0.821016""},""PM10"":{""N"":""4.1""},""temp"":{""N"":""3.345478""},""PM25"":{""N"":""1.3""}}"
"1639152830110","{""humidity"":{""N"":""0.719508""},""PM10"":{""N"":""4.7""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.7""}}"
"1639236827315","{""humidity"":{""N"":""0.906721""},""PM10"":{""N"":""23.4""},""temp"":{""N"":""7.047501""},""PM25"":{""N"":""5.1""}}"
"1638841546063","{""humidity"":{""N"":""0.928259""},""PM10"":{""N"":""7.7""},""temp"":{""N"":""1.30389""},""PM25"":{""N"":""1.8""}}"
"1638913366271","{""humidity"":{""N"":""0.971867""},""PM10"":{""N"":""5.2""},""temp"":{""N"":""4.62495""},""PM25"":{""N"":""1.7""}}"
"1638942099702","{""humidity"":{""N"":""0.776777""},""PM10"":{""N"":""18.1""},""temp"":{""N"":""5.062572""},""PM25"":{""N"":""1.6""}}"
"1639024698964","{""humidity"":{""N"":""0.716011""},""PM10"":{""N"":""13.6""},""temp"":{""N"":""5.250095""},""PM25"":{""N"":""2.8""}}"
"1639101914515","{""humidity"":{""N"":""0.994226""},""PM10"":{""N"":""5.9""},""temp"":{""N"":""7.123425""},""PM25"":{""N"":""2.3""}}"
"1639138935911","{""humidity"":{""N"":""0.680248""},""PM10"":{""N"":""13.8""},""temp"":{""N"":""6.729301""},""PM25"":{""N"":""1.4""}}"
"1639245807416","{""humidity"":{""N"":""0.991673""},""PM10"":{""N"":""20.5""},""temp"":{""N"":""7.424839""},""PM25"":{""N"":""6.1""}}"
"1638979810763","{""humidity"":{""N"":""0.651286""},""PM10"":{""N"":""11.3""},""temp"":{""N"":""6.331745""},""PM25"":{""N"":""2.7""}}"
"1639391281798","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""6.1""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.6""}}"
"1639100120156","{""humidity"":{""N"":""0.951577""},""PM10"":{""N"":""6.7""},""temp"":{""N"":""7.487408""},""PM25"":{""N"":""2.6""}}"
"1639161574468","{""humidity"":{""N"":""0.773873""},""PM10"":{""N"":""14.3""},""temp"":{""N"":""4.697254""},""PM25"":{""N"":""1.6""}}"
"1639213479744","{""humidity"":{""N"":""0.916094""},""PM10"":{""N"":""7.1""},""temp"":{""N"":""3.059902""},""PM25"":{""N"":""3""}}"
"1639089347846","{""humidity"":{""N"":""0.968093""},""PM10"":{""N"":""5.5""},""temp"":{""N"":""7.539871""},""PM25"":{""N"":""1.8""}}"
"1639367936683","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""3.6""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.7""}}"
"1638927732015","{""humidity"":{""N"":""0.842354""},""PM10"":{""N"":""9.5""},""temp"":{""N"":""4.903473""},""PM25"":{""N"":""1.9""}}"
"1639209888255","{""humidity"":{""N"":""0.949164""},""PM10"":{""N"":""7.5""},""temp"":{""N"":""1.639259""},""PM25"":{""N"":""2.7""}}"
"1639303282855","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""21.5""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3.8""}}"
"1639181156375","{""humidity"":{""N"":""0.890559""},""PM10"":{""N"":""6.4""},""temp"":{""N"":""2.012783""},""PM25"":{""N"":""2.6""}}"
"1639173975856","{""humidity"":{""N"":""0.806957""},""PM10"":{""N"":""4.8""},""temp"":{""N"":""3.58947""},""PM25"":{""N"":""2.1""}}"
"1638830772838","{""humidity"":{""N"":""0.854795""},""PM10"":{""N"":""6.7""},""temp"":{""N"":""2.821632""},""PM25"":{""N"":""2.5""}}"
"1638990582151","{""humidity"":{""N"":""0.673415""},""PM10"":{""N"":""8.6""},""temp"":{""N"":""6.323158""},""PM25"":{""N"":""2.5""}}"
"1639118076347","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""20.3""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.4""}}"
"1638866684001","{""humidity"":{""N"":""0.829673""},""PM10"":{""N"":""15.1""},""temp"":{""N"":""4.240559""},""PM25"":{""N"":""2.1""}}"
"1639353568887","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""3.7""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.6""}}"
"1638958263998","{""humidity"":{""N"":""0.673898""},""PM10"":{""N"":""10.4""},""temp"":{""N"":""7.102825""},""PM25"":{""N"":""1.3""}}"
"1638972630562","{""humidity"":{""N"":""0.615976""},""PM10"":{""N"":""6.3""},""temp"":{""N"":""8.200687""},""PM25"":{""N"":""1""}}"
"1639202704977","{""humidity"":{""N"":""0.926213""},""PM10"":{""N"":""7.5""},""temp"":{""N"":""2.07745""},""PM25"":{""N"":""2.4""}}"
"1639159780716","{""humidity"":{""N"":""0.782702""},""PM10"":{""N"":""7.6""},""temp"":{""N"":""4.653187""},""PM25"":{""N"":""2.5""}}"
"1639186541603","{""humidity"":{""N"":""0.902987""},""PM10"":{""N"":""14.5""},""temp"":{""N"":""1.866272""},""PM25"":{""N"":""2.6""}}"
"1639301486961","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""8""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""1.6""}}"
"1639200909389","{""humidity"":{""N"":""0.937127""},""PM10"":{""N"":""12.2""},""temp"":{""N"":""1.791111""},""PM25"":{""N"":""2.4""}}"
"1639040859264","{""humidity"":{""N"":""0.793134""},""PM10"":{""N"":""10.2""},""temp"":{""N"":""4.271462""},""PM25"":{""N"":""2.8""}}"
"1639314060078","{""humidity"":{""N"":""0.999999""},""PM10"":{""N"":""27.5""},""temp"":{""N"":""150.0334""},""PM25"":{""N"":""3""}}"
"1639010331488","{""humidity"":{""N"":""0.71697""},""PM10"":{""N"":""10.6""},""temp"":{""N"":""5.766884""},""PM25"":{""N"":""2.1""}}"
